"loan_id","account_id","date","amount","duration","payments","status"
"6929","9472","8/5/1995","36396","12","3033","A"
"6932","9491","25/6/1998","225504","48","4698","C"
"6933","9493","9/9/1995","188688","48","3931","C"
"6934","9494","9/2/1997","116832","12","9736","A"
"6938","9504","10/3/1997","341280","60","5688","C"
"6940","9510","22/11/1996","228276","36","6341","C"
"6942","9513","16/7/1997","18324","12","1527","A"
"6944","9548","15/11/1996","46176","48","962","C"
"6948","9560","15/3/1998","157068","36","4363","C"
"6949","9583","12/12/1995","104712","24","4363","A"
"6950","9591","11/4/1995","104712","24","4363","A"
"6955","9627","22/11/1995","244368","48","5091","C"
"6956","9631","9/11/1997","59448","24","2477","C"
"6959","9633","30/6/1997","59448","24","2477","D"
"6960","9640","11/1/1995","76416","24","3184","A"
"6961","9645","6/6/1996","176148","36","4893","C"
"6962","9646","2/4/1998","279072","48","5814","C"
"6965","9656","13/6/1995","139536","24","5814","A"
"6969","9673","12/9/1998","88200","36","2450","C"
"6970","9677","17/6/1997","31620","60","527","C"
"6984","9730","15/8/1997","116040","60","1934","C"
"6985","9731","22/11/1995","113796","36","3161","A"
"6986","9750","11/2/1995","151728","48","3161","D"
"6992","9790","27/7/1996","133968","48","2791","C"
"6995","9814","26/9/1996","96168","12","8014","A"
"6996","9828","13/4/1995","126600","24","5275","A"
"6998","9833","21/5/1994","97632","12","8136","A"
"7001","9859","10/8/1997","300600","60","5010","C"
"7004","9869","15/3/1995","331560","60","5526","C"
"7008","9897","22/9/1995","36168","12","3014","A"
"7013","9928","2/8/1996","89340","60","1489","C"
"7034","10001","11/7/1996","19044","36","529","C"
"7035","10005","29/7/1998","210744","36","5854","C"
"7036","10019","25/9/1996","194940","36","5415","C"
"7037","10022","3/1/1998","218064","48","4543","C"
"7046","10049","28/3/1997","91632","12","7636","A"
"7049","10063","24/6/1997","233424","36","6484","C"
"7050","10065","23/9/1997","311232","48","6484","C"
"7051","10068","28/7/1997","77808","12","6484","A"
"7055","10079","6/4/1994","167100","60","2785","C"
"7057","10093","20/10/1995","231696","36","6436","A"
"7061","10105","27/8/1994","121896","24","5079","A"
"7066","10131","2/5/1994","215388","36","5983","B"
"7067","10134","11/1/1998","136368","24","5682","C"
"7072","10148","27/1/1998","22104","12","1842","C"
"7085","10202","19/6/1997","305424","48","6363","C"
"7087","10215","20/2/1997","44304","24","1846","C"
"7088","10233","3/5/1997","239160","60","3986","C"
"7091","10243","22/9/1998","113436","36","3151","C"
"7096","10257","2/9/1998","37812","12","3151","C"
"7097","10266","23/12/1993","75624","24","3151","B"
"7100","10280","31/12/1997","348120","60","5802","C"
"7101","10297","18/11/1996","421008","48","8771","C"
"7104","10320","13/12/1993","259740","60","4329","A"
"7110","10345","21/1/1998","31260","12","2605","C"
"7115","10351","4/3/1997","88704","48","1848","C"
"7119","10361","2/6/1997","86880","12","7240","A"
"7121","10364","10/11/1993","21924","36","609","A"
"7122","10365","4/1/1997","260640","36","7240","D"
"7129","10404","1/3/1998","194280","60","3238","C"
"7130","10411","11/12/1996","123408","24","5142","A"
"7136","10436","28/9/1996","54396","36","1511","C"
"7137","10439","3/6/1994","151560","24","6315","A"
"7138","10440","3/7/1995","60000","60","1000","C"
"7139","10445","22/1/1998","23412","12","1951","C"
"7142","10451","19/12/1994","482940","60","8049","D"
"7147","10478","2/1/1998","267600","48","5575","C"
"7151","10493","18/2/1998","133800","24","5575","C"
"7154","10520","5/12/1996","417600","60","6960","C"
"7164","10613","15/8/1998","249792","48","5204","C"
"7166","10630","24/6/1995","198240","24","8260","A"
"7167","10644","18/6/1998","269964","36","7499","C"
"7168","10645","5/7/1998","208332","36","5787","C"
"7171","10650","24/2/1998","196224","48","4088","C"
"7172","10652","7/5/1998","45720","12","3810","C"
"7176","10663","28/10/1995","260028","36","7223","A"
"7181","10679","2/10/1997","197808","24","8242","C"
"7187","10711","24/12/1997","24180","60","403","C"
"7189","10728","21/3/1996","154656","48","3222","C"
"7192","10738","21/12/1994","115992","36","3222","A"
"7194","10762","17/9/1996","68832","36","1912","C"
"7195","10774","23/4/1998","339168","48","7066","C"
"7198","10788","23/8/1994","45768","12","3814","A"
"7199","10789","9/12/1997","45768","12","3814","A"
"7200","10799","11/7/1998","31140","60","519","C"
"7201","10807","7/3/1997","67464","12","5622","A"
"7202","10812","29/5/1998","140688","48","2931","C"
"7209","10857","30/11/1997","385560","60","6426","D"
"7213","10884","13/2/1996","113544","36","3154","C"
"7219","10905","23/8/1997","57120","48","1190","C"
"7220","10911","28/7/1994","131292","36","3647","A"
"7221","10915","11/6/1998","152460","60","2541","C"
"7226","10940","23/2/1994","197748","36","5493","A"
"7227","10942","2/10/1995","314520","60","5242","C"
"7230","10954","2/4/1997","18720","60","312","C"
"7233","10963","25/12/1996","115812","36","3217","C"
"7235","10973","13/10/1993","154416","48","3217","A"
"7240","11013","6/9/1993","274740","60","4579","A"
"7241","11021","4/3/1995","168984","24","7041","B"
"7242","11027","23/10/1997","48096","24","2004","C"
"7243","11042","4/12/1995","217152","36","6032","A"
"7246","11054","20/8/1996","148920","60","2482","C"
"7249","11065","12/6/1994","69360","48","1445","A"
"7250","11069","4/3/1997","119136","48","2482","C"
"7253","11079","26/4/1997","98304","12","8192","A"
"7255","11096","9/6/1997","213300","60","3555","C"
"7259","11111","31/1/1994","108144","36","3004","A"
"7262","11135","1/3/1994","182628","36","5073","A"
"7263","11138","19/1/1996","89880","24","3745","A"
"7264","11141","7/10/1997","44940","12","3745","A"
"7271","11186","2/10/1996","392460","60","6541","C"
"7277","11231","24/10/1997","89280","12","7440","A"
"7279","11244","11/12/1997","155760","24","6490","C"
"7284","11265","15/9/1993","52788","12","4399","A"
"7286","11271","31/1/1997","67320","36","1870","C"
"7292","11317","22/11/1998","317460","60","5291","C"
"7294","11327","27/9/1998","39168","24","1632","C"
"7295","11328","18/7/1998","280440","60","4674","C"
"7304","11349","29/10/1995","419880","60","6998","C"
"7305","11359","6/8/1996","54024","12","4502","A"
"7308","11362","27/12/1996","129408","24","5392","A"
