"account_id","district_id","frequency","date"
"1157","7","POPLATEK MESICNE","27/3/1993"
"1158","50","POPLATEK MESICNE","3/4/1994"
"1159","49","POPLATEK MESICNE","9/2/1994"
"1160","39","POPLATEK TYDNE","29/7/1996"
"1161","66","POPLATEK MESICNE","8/5/1993"
"1164","35","POPLATEK MESICNE","14/1/1994"
"1165","44","POPLATEK MESICNE","23/3/1997"
"1166","11","POPLATEK MESICNE","21/4/1993"
"1168","29","POPLATEK MESICNE","3/11/1994"
"1169","49","POPLATEK PO OBRATU","2/3/1994"
"1170","25","POPLATEK MESICNE","26/3/1996"
"1171","18","POPLATEK MESICNE","20/12/1997"
"1172","6","POPLATEK MESICNE","25/10/1997"
"1173","11","POPLATEK MESICNE","22/9/1996"
"1174","70","POPLATEK MESICNE","21/3/1995"
"1176","19","POPLATEK MESICNE","24/10/1996"
"1177","27","POPLATEK MESICNE","20/12/1997"
"1178","41","POPLATEK MESICNE","4/5/1997"
"1179","74","POPLATEK MESICNE","23/1/1993"
"1180","20","POPLATEK MESICNE","19/5/1993"
"1181","69","POPLATEK MESICNE","20/8/1997"
"1182","8","POPLATEK MESICNE","11/2/1997"
"1183","12","POPLATEK MESICNE","8/5/1995"
"1184","14","POPLATEK MESICNE","6/5/1994"
"1185","12","POPLATEK MESICNE","7/6/1997"
"1186","64","POPLATEK MESICNE","17/12/1997"
"1187","55","POPLATEK MESICNE","28/7/1996"
"1188","16","POPLATEK MESICNE","22/7/1996"
"1189","59","POPLATEK MESICNE","19/3/1993"
"1190","52","POPLATEK MESICNE","9/9/1996"
"1192","29","POPLATEK MESICNE","2/5/1996"
"1193","29","POPLATEK MESICNE","5/1/1994"
"1194","1","POPLATEK MESICNE","15/4/1994"
"1195","42","POPLATEK MESICNE","27/12/1996"
"1196","29","POPLATEK MESICNE","16/1/1996"
"1197","68","POPLATEK MESICNE","7/9/1993"
"1198","70","POPLATEK MESICNE","20/4/1997"
"1199","50","POPLATEK MESICNE","18/3/1997"
"1200","33","POPLATEK MESICNE","7/5/1993"
"1201","61","POPLATEK MESICNE","23/7/1993"
"1203","72","POPLATEK MESICNE","9/8/1995"
"1204","29","POPLATEK MESICNE","3/12/1993"
"1205","73","POPLATEK MESICNE","8/10/1994"
"1206","70","POPLATEK MESICNE","21/10/1995"
"1207","67","POPLATEK MESICNE","8/6/1993"
"1208","4","POPLATEK MESICNE","9/11/1997"
"1209","23","POPLATEK MESICNE","23/10/1997"
"1210","28","POPLATEK MESICNE","21/5/1996"
"1211","49","POPLATEK MESICNE","9/8/1996"
"1212","70","POPLATEK MESICNE","18/12/1995"
"1213","36","POPLATEK MESICNE","8/5/1996"
"1214","39","POPLATEK MESICNE","19/1/1997"
"1215","65","POPLATEK MESICNE","4/3/1997"
"1216","77","POPLATEK MESICNE","1/3/1996"
"1217","69","POPLATEK MESICNE","25/10/1993"
"1218","1","POPLATEK MESICNE","12/12/1996"
"1219","1","POPLATEK MESICNE","8/6/1996"
"1220","1","POPLATEK MESICNE","15/7/1995"
"1221","45","POPLATEK MESICNE","2/1/1997"
"1222","66","POPLATEK MESICNE","20/1/1993"
"1223","70","POPLATEK MESICNE","10/8/1996"
"1225","4","POPLATEK MESICNE","14/12/1993"
"1226","1","POPLATEK MESICNE","23/10/1996"
"1227","69","POPLATEK MESICNE","13/1/1996"
"1228","62","POPLATEK MESICNE","9/4/1995"
"1229","46","POPLATEK MESICNE","10/12/1997"
"1230","1","POPLATEK MESICNE","3/5/1997"
"1231","7","POPLATEK MESICNE","18/1/1994"
"1232","48","POPLATEK MESICNE","6/7/1996"
"1233","31","POPLATEK MESICNE","8/2/1996"
"1234","6","POPLATEK MESICNE","13/9/1993"
"1235","76","POPLATEK MESICNE","23/11/1993"
"1236","19","POPLATEK MESICNE","5/5/1993"
"1237","9","POPLATEK MESICNE","13/3/1994"
"1238","1","POPLATEK MESICNE","29/10/1995"
"1239","1","POPLATEK MESICNE","10/4/1993"
"1240","1","POPLATEK MESICNE","11/9/1997"
"1241","53","POPLATEK MESICNE","2/7/1996"
"1242","74","POPLATEK PO OBRATU","24/11/1996"
"1243","1","POPLATEK MESICNE","7/1/1996"
"1244","68","POPLATEK MESICNE","8/5/1996"
"1245","68","POPLATEK MESICNE","12/11/1997"
"1246","58","POPLATEK MESICNE","18/8/1994"
"1247","25","POPLATEK MESICNE","8/6/1993"
"1248","22","POPLATEK MESICNE","29/4/1995"
"1249","67","POPLATEK MESICNE","30/3/1995"
"1250","62","POPLATEK MESICNE","28/3/1996"
"1251","34","POPLATEK TYDNE","18/7/1995"
"1252","13","POPLATEK TYDNE","26/7/1995"
"1253","5","POPLATEK MESICNE","13/4/1997"
"1254","74","POPLATEK MESICNE","28/3/1995"
"1255","68","POPLATEK MESICNE","2/7/1997"
"1256","38","POPLATEK MESICNE","21/4/1994"
"1257","66","POPLATEK MESICNE","11/10/1995"
"1258","3","POPLATEK MESICNE","1/9/1996"
"1259","72","POPLATEK MESICNE","12/4/1997"
"1260","5","POPLATEK MESICNE","17/11/1996"
"1261","52","POPLATEK MESICNE","18/3/1995"
"1262","29","POPLATEK MESICNE","19/1/1997"
"1263","30","POPLATEK TYDNE","9/1/1996"
"1264","1","POPLATEK MESICNE","16/2/1997"
"1265","49","POPLATEK MESICNE","25/2/1996"
"1266","57","POPLATEK MESICNE","1/7/1996"
"1267","43","POPLATEK MESICNE","5/8/1996"
"1268","74","POPLATEK MESICNE","25/7/1993"
"1269","52","POPLATEK MESICNE","28/3/1994"
"1270","55","POPLATEK PO OBRATU","7/6/1996"
"1271","17","POPLATEK MESICNE","18/6/1996"
"1272","40","POPLATEK TYDNE","25/5/1993"
"1273","37","POPLATEK MESICNE","25/3/1994"
"1274","54","POPLATEK TYDNE","19/8/1996"
"1275","32","POPLATEK MESICNE","26/6/1996"
"1276","36","POPLATEK MESICNE","7/1/1993"
"1277","31","POPLATEK MESICNE","20/6/1993"
"1279","28","POPLATEK MESICNE","13/10/1997"
"1280","70","POPLATEK MESICNE","3/5/1995"
"1281","8","POPLATEK MESICNE","14/4/1997"
"1284","55","POPLATEK MESICNE","2/7/1997"
"1285","65","POPLATEK MESICNE","4/6/1993"
"1286","66","POPLATEK PO OBRATU","23/11/1993"
"1287","35","POPLATEK MESICNE","4/3/1995"
"1288","11","POPLATEK MESICNE","27/11/1993"
"1289","72","POPLATEK MESICNE","7/7/1996"
"1291","1","POPLATEK MESICNE","4/7/1994"
"1292","3","POPLATEK MESICNE","3/9/1994"
"1293","40","POPLATEK MESICNE","3/9/1996"
"1294","71","POPLATEK MESICNE","27/11/1994"
"1295","15","POPLATEK MESICNE","28/10/1994"
"1296","50","POPLATEK MESICNE","2/12/1996"
"1297","70","POPLATEK MESICNE","27/7/1993"
"1298","7","POPLATEK MESICNE","20/1/1996"
"1299","1","POPLATEK MESICNE","21/6/1993"
"1301","18","POPLATEK MESICNE","15/9/1994"
"1302","55","POPLATEK MESICNE","21/11/1993"
"1303","23","POPLATEK MESICNE","8/9/1997"
"1304","40","POPLATEK MESICNE","27/4/1996"
"1305","57","POPLATEK MESICNE","25/8/1993"
"1306","1","POPLATEK MESICNE","22/3/1995"
"1307","56","POPLATEK MESICNE","5/12/1994"
"1308","54","POPLATEK MESICNE","25/9/1996"
"1309","1","POPLATEK MESICNE","15/4/1995"
"1310","1","POPLATEK MESICNE","22/2/1996"
"1311","60","POPLATEK MESICNE","3/1/1996"
"1312","23","POPLATEK MESICNE","15/10/1994"
"1313","45","POPLATEK MESICNE","1/10/1997"
"1314","48","POPLATEK MESICNE","3/12/1993"
"1315","13","POPLATEK MESICNE","17/4/1995"
"1316","42","POPLATEK MESICNE","13/12/1996"
"1317","56","POPLATEK MESICNE","18/2/1994"
"1318","56","POPLATEK MESICNE","22/12/1997"
"1319","56","POPLATEK PO OBRATU","8/8/1997"
"1320","58","POPLATEK MESICNE","18/11/1996"
"1321","60","POPLATEK MESICNE","27/3/1997"
"1322","17","POPLATEK MESICNE","5/7/1993"
"1323","43","POPLATEK MESICNE","20/5/1996"
"1324","42","POPLATEK MESICNE","5/11/1996"
"1325","26","POPLATEK MESICNE","8/8/1996"
"1326","52","POPLATEK MESICNE","11/11/1996"
"1327","65","POPLATEK MESICNE","24/8/1994"
"1328","8","POPLATEK MESICNE","4/5/1996"
"1329","53","POPLATEK MESICNE","16/9/1996"
"1330","68","POPLATEK MESICNE","22/10/1996"
"1331","59","POPLATEK MESICNE","3/1/1995"
"1332","59","POPLATEK MESICNE","25/3/1993"
"1333","21","POPLATEK MESICNE","29/9/1994"
"1334","74","POPLATEK MESICNE","14/5/1993"
"1335","54","POPLATEK MESICNE","21/9/1995"
"1336","5","POPLATEK MESICNE","26/2/1997"
"1337","23","POPLATEK MESICNE","1/9/1993"
"1338","74","POPLATEK MESICNE","11/1/1993"
"1339","76","POPLATEK MESICNE","6/7/1997"
"1340","52","POPLATEK MESICNE","28/10/1997"
"1341","36","POPLATEK MESICNE","21/11/1995"
"1342","9","POPLATEK MESICNE","9/10/1997"
"1344","12","POPLATEK PO OBRATU","16/7/1995"
"1345","28","POPLATEK MESICNE","19/10/1993"
"1346","74","POPLATEK MESICNE","1/7/1997"
"1347","8","POPLATEK MESICNE","24/11/1996"
"1348","55","POPLATEK MESICNE","12/11/1997"
"1349","75","POPLATEK MESICNE","5/3/1996"
"1350","21","POPLATEK TYDNE","25/8/1996"
"1351","40","POPLATEK MESICNE","29/3/1996"
"1352","1","POPLATEK MESICNE","23/9/1994"
"1353","51","POPLATEK MESICNE","21/4/1994"
"1354","31","POPLATEK MESICNE","21/6/1997"
"1355","1","POPLATEK MESICNE","16/8/1997"
"1356","39","POPLATEK MESICNE","1/2/1997"
"1357","56","POPLATEK MESICNE","20/11/1995"
"1358","39","POPLATEK MESICNE","21/4/1996"
"1359","8","POPLATEK MESICNE","2/12/1993"
"1360","71","POPLATEK MESICNE","14/8/1994"
"1361","46","POPLATEK MESICNE","9/12/1996"
"1362","1","POPLATEK MESICNE","19/12/1996"
"1363","11","POPLATEK MESICNE","23/3/1997"
"1365","42","POPLATEK MESICNE","15/3/1996"
"1366","60","POPLATEK MESICNE","24/2/1993"
"1367","74","POPLATEK MESICNE","20/8/1996"
"1368","22","POPLATEK MESICNE","12/12/1996"
"1369","32","POPLATEK MESICNE","23/3/1996"
"1370","52","POPLATEK MESICNE","25/9/1996"
"1371","1","POPLATEK MESICNE","27/4/1994"
"1372","1","POPLATEK MESICNE","16/3/1993"
"1373","47","POPLATEK MESICNE","12/6/1993"
"1374","53","POPLATEK MESICNE","26/9/1996"
"1375","19","POPLATEK MESICNE","27/4/1994"
"1376","64","POPLATEK MESICNE","20/9/1995"
"1377","1","POPLATEK MESICNE","25/9/1996"
"1378","59","POPLATEK MESICNE","4/3/1993"
"1379","47","POPLATEK MESICNE","1/10/1997"
"1380","53","POPLATEK MESICNE","19/2/1996"
"1381","57","POPLATEK MESICNE","1/11/1993"
"1382","48","POPLATEK MESICNE","3/8/1993"
"1383","11","POPLATEK MESICNE","15/4/1996"
"1384","74","POPLATEK TYDNE","28/3/1996"
"1385","53","POPLATEK MESICNE","8/5/1997"
"1387","67","POPLATEK MESICNE","1/1/1997"
"1388","29","POPLATEK MESICNE","2/5/1994"
"1389","34","POPLATEK MESICNE","5/8/1997"
"1390","69","POPLATEK MESICNE","30/12/1996"
"1391","15","POPLATEK MESICNE","21/12/1996"
"1392","60","POPLATEK MESICNE","28/4/1993"
"1393","1","POPLATEK MESICNE","24/11/1996"
"1394","32","POPLATEK MESICNE","27/12/1994"
"1395","1","POPLATEK MESICNE","21/11/1995"
"1396","46","POPLATEK MESICNE","26/6/1996"
"1397","17","POPLATEK MESICNE","22/3/1993"
"1398","62","POPLATEK MESICNE","18/8/1994"
"1399","45","POPLATEK MESICNE","20/5/1996"
"1401","1","POPLATEK MESICNE","12/8/1993"
"1402","74","POPLATEK MESICNE","26/3/1993"
"1403","17","POPLATEK MESICNE","2/11/1995"
"1404","7","POPLATEK TYDNE","22/9/1993"
"1405","53","POPLATEK MESICNE","4/6/1996"
"1406","50","POPLATEK MESICNE","4/3/1994"
"1407","19","POPLATEK PO OBRATU","11/4/1997"
"1408","10","POPLATEK MESICNE","7/9/1996"
"1410","74","POPLATEK MESICNE","11/9/1993"
"1411","54","POPLATEK MESICNE","9/7/1993"
"1412","64","POPLATEK MESICNE","18/5/1993"
"1413","65","POPLATEK MESICNE","7/6/1995"
"1414","58","POPLATEK MESICNE","17/1/1995"
"1416","66","POPLATEK TYDNE","12/7/1993"
"1417","75","POPLATEK MESICNE","20/12/1994"
"1418","35","POPLATEK MESICNE","9/2/1997"
"1419","33","POPLATEK MESICNE","22/12/1993"
"1420","68","POPLATEK MESICNE","8/6/1995"
"1421","71","POPLATEK MESICNE","5/10/1994"
"1422","68","POPLATEK MESICNE","9/4/1993"
"1423","76","POPLATEK MESICNE","8/9/1995"
"1424","32","POPLATEK MESICNE","20/5/1997"
"1425","76","POPLATEK MESICNE","6/7/1993"
"1426","40","POPLATEK MESICNE","27/10/1995"
"1427","17","POPLATEK MESICNE","8/10/1995"
"1429","57","POPLATEK MESICNE","30/7/1993"
"1430","26","POPLATEK MESICNE","13/2/1997"
"1431","41","POPLATEK MESICNE","11/6/1996"
"1432","27","POPLATEK MESICNE","19/7/1997"
"1434","70","POPLATEK MESICNE","8/8/1997"
"1435","1","POPLATEK MESICNE","1/12/1996"
"1436","3","POPLATEK MESICNE","7/12/1994"
"1437","50","POPLATEK MESICNE","13/1/1995"
"1438","23","POPLATEK TYDNE","18/9/1997"
"1439","11","POPLATEK MESICNE","27/1/1996"
"1440","55","POPLATEK MESICNE","22/9/1993"
"1441","50","POPLATEK MESICNE","25/10/1994"
"1442","23","POPLATEK MESICNE","23/5/1993"
"1443","54","POPLATEK MESICNE","27/9/1997"
"1444","70","POPLATEK MESICNE","16/6/1996"
"1445","60","POPLATEK MESICNE","16/3/1996"
"1446","57","POPLATEK MESICNE","18/1/1995"
"1447","65","POPLATEK MESICNE","20/2/1997"
"1448","1","POPLATEK MESICNE","7/10/1995"
"1449","35","POPLATEK MESICNE","26/8/1993"
"1450","63","POPLATEK MESICNE","7/4/1996"
"1451","64","POPLATEK MESICNE","24/6/1993"
"1452","45","POPLATEK MESICNE","16/9/1995"
"1453","61","POPLATEK TYDNE","25/9/1993"
"1454","46","POPLATEK MESICNE","25/7/1997"
"1455","66","POPLATEK MESICNE","3/1/1996"
"1456","9","POPLATEK MESICNE","12/4/1996"
"1458","29","POPLATEK MESICNE","3/1/1994"
"1459","12","POPLATEK MESICNE","26/3/1997"
"1460","54","POPLATEK MESICNE","29/11/1996"
"1461","73","POPLATEK MESICNE","7/4/1996"
"1463","32","POPLATEK MESICNE","25/9/1996"
"1464","73","POPLATEK MESICNE","21/10/1996"
"1465","30","POPLATEK MESICNE","8/6/1995"
"1466","69","POPLATEK TYDNE","26/3/1997"
"1467","37","POPLATEK MESICNE","27/4/1994"
"1468","54","POPLATEK MESICNE","11/10/1993"
"1469","67","POPLATEK MESICNE","15/12/1995"
"1470","19","POPLATEK MESICNE","10/2/1994"
"1471","1","POPLATEK MESICNE","21/7/1996"
"1472","2","POPLATEK MESICNE","20/7/1995"
"1473","39","POPLATEK MESICNE","16/4/1996"
"1474","63","POPLATEK MESICNE","14/9/1996"
"1475","1","POPLATEK TYDNE","14/6/1993"
"1476","61","POPLATEK MESICNE","26/4/1993"
"1477","1","POPLATEK MESICNE","8/2/1993"
"1478","5","POPLATEK MESICNE","30/10/1996"
"1479","54","POPLATEK MESICNE","4/4/1995"
"1480","41","POPLATEK TYDNE","3/7/1996"
"1481","15","POPLATEK MESICNE","17/1/1993"
"1482","38","POPLATEK MESICNE","8/12/1996"
"1483","10","POPLATEK MESICNE","9/1/1996"
"1484","70","POPLATEK MESICNE","23/9/1996"
"1485","36","POPLATEK MESICNE","3/10/1993"
"1486","63","POPLATEK MESICNE","15/1/1996"
"1487","66","POPLATEK MESICNE","10/9/1993"
"1488","25","POPLATEK MESICNE","29/4/1997"
"1490","5","POPLATEK MESICNE","25/7/1996"
"1491","47","POPLATEK MESICNE","11/6/1997"
"1492","24","POPLATEK MESICNE","17/10/1996"
"1493","41","POPLATEK MESICNE","9/1/1993"
"1494","1","POPLATEK MESICNE","8/10/1997"
"1495","36","POPLATEK MESICNE","1/11/1993"
"1496","57","POPLATEK MESICNE","5/2/1995"
"1497","1","POPLATEK MESICNE","16/7/1993"
"1498","62","POPLATEK TYDNE","7/2/1997"
"1499","47","POPLATEK MESICNE","28/11/1993"
"1500","43","POPLATEK MESICNE","1/10/1996"
"1501","50","POPLATEK MESICNE","11/8/1996"
"1502","1","POPLATEK MESICNE","2/10/1996"
"1503","71","POPLATEK MESICNE","10/4/1996"
"1504","1","POPLATEK MESICNE","26/8/1996"
"1505","69","POPLATEK MESICNE","23/4/1993"
"1506","51","POPLATEK MESICNE","13/10/1997"
"1507","35","POPLATEK MESICNE","3/8/1993"
"1508","69","POPLATEK MESICNE","22/1/1996"
"1509","51","POPLATEK MESICNE","19/5/1994"
"1510","33","POPLATEK MESICNE","11/3/1996"
"1511","51","POPLATEK PO OBRATU","13/3/1994"
"1512","1","POPLATEK MESICNE","8/1/1994"
"1513","30","POPLATEK MESICNE","23/8/1993"
"1514","7","POPLATEK MESICNE","1/7/1997"
"1515","11","POPLATEK MESICNE","11/6/1993"
"1516","67","POPLATEK MESICNE","8/10/1993"
"1517","5","POPLATEK MESICNE","24/8/1996"
"1518","67","POPLATEK MESICNE","21/4/1993"
"1519","9","POPLATEK MESICNE","14/6/1995"
"1520","48","POPLATEK MESICNE","8/8/1995"
"1521","74","POPLATEK MESICNE","4/4/1996"
"1522","48","POPLATEK MESICNE","2/8/1997"
"1523","52","POPLATEK PO OBRATU","24/11/1997"
"1524","6","POPLATEK MESICNE","20/2/1997"
"1525","57","POPLATEK MESICNE","5/9/1996"
"1526","52","POPLATEK MESICNE","22/1/1995"
"1527","31","POPLATEK PO OBRATU","17/11/1993"
"1528","50","POPLATEK MESICNE","8/6/1996"
"1529","1","POPLATEK MESICNE","28/4/1996"
"1530","70","POPLATEK MESICNE","27/5/1995"
"1532","54","POPLATEK MESICNE","19/9/1996"
"1534","1","POPLATEK MESICNE","24/5/1993"
"1535","46","POPLATEK MESICNE","20/3/1993"
"1536","41","POPLATEK TYDNE","22/1/1993"
"1537","54","POPLATEK MESICNE","6/6/1997"
"1538","22","POPLATEK MESICNE","20/9/1996"
"1539","1","POPLATEK PO OBRATU","3/1/1993"
"1540","1","POPLATEK MESICNE","29/3/1995"
"1541","60","POPLATEK MESICNE","18/10/1996"
"1542","1","POPLATEK MESICNE","25/4/1996"
"1543","1","POPLATEK MESICNE","14/4/1996"
"1544","69","POPLATEK MESICNE","14/7/1993"
"1545","1","POPLATEK MESICNE","8/3/1993"
"1546","15","POPLATEK MESICNE","20/11/1996"
"1547","72","POPLATEK MESICNE","14/9/1993"
"1548","47","POPLATEK MESICNE","27/1/1995"
"1549","21","POPLATEK MESICNE","21/11/1996"
"1550","1","POPLATEK MESICNE","15/4/1996"
"1551","72","POPLATEK MESICNE","18/6/1997"
"1552","18","POPLATEK MESICNE","2/1/1994"
"1553","59","POPLATEK MESICNE","21/12/1996"
"1554","47","POPLATEK MESICNE","15/11/1994"
"1555","34","POPLATEK MESICNE","10/11/1996"
"1556","54","POPLATEK MESICNE","15/9/1996"
"1557","66","POPLATEK MESICNE","13/12/1996"
"1558","32","POPLATEK MESICNE","6/10/1996"
"1559","14","POPLATEK MESICNE","8/10/1994"
"1560","62","POPLATEK MESICNE","14/4/1997"
"1561","66","POPLATEK MESICNE","1/4/1995"
"1562","1","POPLATEK MESICNE","30/8/1995"
"1563","47","POPLATEK MESICNE","14/8/1996"
"1564","48","POPLATEK MESICNE","5/3/1996"
"1565","36","POPLATEK MESICNE","20/10/1993"
"1566","73","POPLATEK MESICNE","7/7/1993"
"1567","10","POPLATEK MESICNE","19/8/1997"
"1568","23","POPLATEK MESICNE","15/7/1995"
"1570","1","POPLATEK MESICNE","12/3/1994"
"1571","66","POPLATEK MESICNE","29/7/1996"
"1572","72","POPLATEK MESICNE","21/10/1997"
"1573","63","POPLATEK MESICNE","29/12/1997"
"1574","75","POPLATEK MESICNE","28/5/1997"
"1575","1","POPLATEK MESICNE","27/2/1993"
"1576","35","POPLATEK TYDNE","6/8/1996"
"1577","67","POPLATEK MESICNE","16/10/1996"
"1578","48","POPLATEK MESICNE","1/12/1994"
"1579","57","POPLATEK MESICNE","9/8/1994"
"1580","69","POPLATEK MESICNE","8/1/1996"
"1581","39","POPLATEK MESICNE","12/10/1995"
"1582","28","POPLATEK MESICNE","1/5/1996"
"1583","69","POPLATEK PO OBRATU","17/11/1994"
"1584","30","POPLATEK MESICNE","27/5/1993"
"1585","42","POPLATEK MESICNE","23/2/1996"
"1586","1","POPLATEK MESICNE","3/10/1996"
"1587","1","POPLATEK MESICNE","11/12/1996"
"1588","67","POPLATEK MESICNE","11/12/1993"
"1589","37","POPLATEK MESICNE","7/8/1993"
"1590","77","POPLATEK MESICNE","7/4/1995"
"1591","65","POPLATEK MESICNE","10/1/1996"
"1592","38","POPLATEK MESICNE","18/8/1994"
"1593","16","POPLATEK MESICNE","22/8/1996"
"1594","15","POPLATEK MESICNE","6/4/1997"
"1596","70","POPLATEK MESICNE","5/10/1997"
"1597","68","POPLATEK MESICNE","4/7/1995"
"1598","15","POPLATEK MESICNE","12/4/1997"
"1599","57","POPLATEK MESICNE","10/11/1995"
"1600","1","POPLATEK MESICNE","13/9/1996"
"1601","10","POPLATEK MESICNE","9/2/1993"
"1602","33","POPLATEK MESICNE","19/9/1993"
"1603","1","POPLATEK MESICNE","9/5/1993"
"1604","54","POPLATEK MESICNE","16/12/1993"
"1605","72","POPLATEK MESICNE","16/12/1993"
"1606","23","POPLATEK MESICNE","7/3/1996"
"1607","71","POPLATEK MESICNE","20/4/1996"
"1608","26","POPLATEK MESICNE","8/10/1997"
"1609","41","POPLATEK MESICNE","5/7/1996"
"1610","52","POPLATEK MESICNE","17/5/1993"
"1611","69","POPLATEK MESICNE","11/2/1996"
"1612","66","POPLATEK MESICNE","12/2/1996"
"1613","1","POPLATEK MESICNE","13/9/1995"
"1614","63","POPLATEK MESICNE","7/5/1996"
"1615","1","POPLATEK MESICNE","20/10/1997"
"1616","22","POPLATEK MESICNE","7/2/1997"
"1617","45","POPLATEK MESICNE","1/6/1993"
"1618","6","POPLATEK MESICNE","18/12/1996"
"1619","38","POPLATEK MESICNE","24/2/1997"
"1620","17","POPLATEK MESICNE","8/6/1995"
"1621","75","POPLATEK MESICNE","1/12/1993"
"1622","19","POPLATEK MESICNE","12/4/1996"
"1623","1","POPLATEK MESICNE","4/2/1996"
"1624","53","POPLATEK MESICNE","22/4/1996"
"1625","1","POPLATEK MESICNE","17/1/1995"
"1626","3","POPLATEK MESICNE","15/3/1994"
"1627","1","POPLATEK MESICNE","20/1/1994"
"1628","60","POPLATEK MESICNE","10/1/1993"
"1629","10","POPLATEK MESICNE","2/11/1995"
"1630","72","POPLATEK MESICNE","28/7/1993"
"1631","10","POPLATEK MESICNE","27/9/1996"
"1632","18","POPLATEK TYDNE","13/1/1996"
"1633","51","POPLATEK MESICNE","22/2/1995"
"1634","77","POPLATEK MESICNE","4/6/1994"
"1635","19","POPLATEK MESICNE","29/12/1993"
"1636","53","POPLATEK MESICNE","8/4/1997"
"1637","1","POPLATEK MESICNE","8/1/1993"
"1638","6","POPLATEK TYDNE","12/11/1996"
"1640","13","POPLATEK MESICNE","1/9/1995"
"1641","50","POPLATEK MESICNE","22/4/1996"
"1642","64","POPLATEK MESICNE","27/5/1995"
"1644","1","POPLATEK MESICNE","9/5/1993"
"1645","50","POPLATEK MESICNE","16/10/1996"
"1646","1","POPLATEK TYDNE","27/5/1996"
"1647","1","POPLATEK MESICNE","9/7/1997"
"1648","40","POPLATEK MESICNE","8/8/1997"
"1649","46","POPLATEK MESICNE","26/1/1993"
"1650","39","POPLATEK MESICNE","6/12/1997"
"1651","34","POPLATEK MESICNE","23/1/1997"
"1652","74","POPLATEK MESICNE","20/5/1993"
"1653","1","POPLATEK MESICNE","19/9/1994"
"1654","30","POPLATEK MESICNE","5/8/1996"
"1655","41","POPLATEK MESICNE","15/4/1996"
"1656","47","POPLATEK MESICNE","1/2/1997"
"1657","12","POPLATEK MESICNE","4/11/1997"
"1658","73","POPLATEK MESICNE","10/5/1993"
"1659","46","POPLATEK MESICNE","25/12/1996"
"1660","1","POPLATEK MESICNE","22/9/1995"
"1662","1","POPLATEK MESICNE","11/8/1997"
"1663","55","POPLATEK MESICNE","2/11/1996"
"1664","56","POPLATEK MESICNE","15/11/1993"
"1665","73","POPLATEK MESICNE","15/4/1997"
"1666","67","POPLATEK MESICNE","30/10/1993"
"1667","56","POPLATEK MESICNE","18/8/1996"
"1668","62","POPLATEK MESICNE","7/3/1997"
"1669","39","POPLATEK MESICNE","19/9/1996"
"1670","12","POPLATEK MESICNE","2/1/1996"
"1671","6","POPLATEK MESICNE","5/5/1993"
"1672","5","POPLATEK MESICNE","8/5/1996"
"1673","53","POPLATEK MESICNE","8/12/1993"
"1674","1","POPLATEK MESICNE","15/9/1995"
"1675","36","POPLATEK MESICNE","1/2/1993"
"1677","69","POPLATEK MESICNE","8/1/1997"
"1678","1","POPLATEK MESICNE","22/2/1993"
"1679","68","POPLATEK MESICNE","5/9/1996"
"1680","59","POPLATEK MESICNE","10/12/1993"
"1681","68","POPLATEK MESICNE","11/7/1997"
"1682","49","POPLATEK MESICNE","22/12/1995"
"1683","77","POPLATEK MESICNE","1/11/1996"
"1684","32","POPLATEK TYDNE","10/7/1993"
"1685","28","POPLATEK MESICNE","13/12/1995"
"1686","11","POPLATEK MESICNE","18/11/1993"
"1687","23","POPLATEK MESICNE","18/4/1997"
"1688","70","POPLATEK MESICNE","27/2/1993"
"1689","55","POPLATEK MESICNE","7/9/1993"
"1690","16","POPLATEK MESICNE","7/10/1995"
"1691","48","POPLATEK MESICNE","8/11/1995"
"1692","56","POPLATEK MESICNE","29/3/1995"
"1693","1","POPLATEK PO OBRATU","29/4/1997"
"1694","6","POPLATEK TYDNE","29/8/1993"
"1695","76","POPLATEK MESICNE","3/1/1993"
"1696","43","POPLATEK MESICNE","9/6/1995"
"1697","63","POPLATEK MESICNE","17/5/1997"
"1698","68","POPLATEK MESICNE","14/3/1996"
"1699","53","POPLATEK MESICNE","14/1/1993"
"1700","64","POPLATEK MESICNE","18/11/1995"
"1701","1","POPLATEK MESICNE","10/8/1993"
"1702","56","POPLATEK MESICNE","27/2/1995"
"1703","72","POPLATEK MESICNE","2/11/1997"
"1704","70","POPLATEK MESICNE","22/9/1995"
"1705","70","POPLATEK MESICNE","15/9/1993"
"1706","1","POPLATEK MESICNE","5/1/1995"
"1707","75","POPLATEK MESICNE","13/1/1997"
"1708","22","POPLATEK MESICNE","21/11/1994"
"1709","24","POPLATEK MESICNE","23/4/1996"
"1710","74","POPLATEK MESICNE","25/5/1997"
"1711","63","POPLATEK MESICNE","5/1/1996"
"1712","44","POPLATEK MESICNE","25/11/1996"
"1713","43","POPLATEK MESICNE","3/3/1993"
"1714","72","POPLATEK MESICNE","8/9/1994"
"1715","60","POPLATEK MESICNE","26/5/1996"
"1716","46","POPLATEK MESICNE","2/5/1996"
"1717","67","POPLATEK MESICNE","2/12/1997"
"1718","71","POPLATEK MESICNE","23/9/1997"
"1719","1","POPLATEK MESICNE","6/9/1993"
"1720","35","POPLATEK MESICNE","16/5/1995"
"1721","68","POPLATEK MESICNE","25/3/1993"
"1722","32","POPLATEK MESICNE","11/3/1996"
"1723","70","POPLATEK MESICNE","4/11/1997"
