"card_id","disp_id","type","issued"
"1024","9622","classic","20/9/1998"
"1025","9625","classic","8/9/1997"
"1035","9732","classic","11/10/1998"
"1036","9735","classic","17/1/1997"
"1038","9787","junior","30/3/1995"
"1039","9837","classic","7/1/1995"
"1040","9890","junior","28/5/1995"
"1043","9974","junior","14/8/1996"
"1055","10171","classic","24/7/1996"
"1056","10220","classic","6/11/1997"
"1059","10235","classic","29/7/1997"
"1064","10328","classic","17/2/1996"
"1070","10490","junior","8/11/1998"
"1076","10604","gold","27/7/1998"
"1081","10696","classic","25/12/1998"
"1087","10887","classic","6/10/1996"
"1093","11011","classic","20/1/1997"
"1095","11023","gold","28/7/1997"
"1098","11063","classic","1/9/1998"
"1100","11101","junior","10/4/1996"
"1102","11183","classic","25/4/1998"
"1103","11189","classic","4/11/1995"
"1105","11237","classic","13/12/1997"
"1111","11288","classic","31/12/1996"
"1115","11375","junior","3/10/1997"
"1118","11393","classic","2/1/1997"
"1134","11742","classic","31/5/1996"
"1137","11771","gold","1/12/1998"
"1138","11825","classic","29/6/1997"
"1139","11836","junior","26/3/1996"
"1150","12020","classic","25/8/1998"
"1154","12070","classic","5/9/1998"
"1155","12088","classic","1/8/1998"
"1164","12269","classic","12/8/1996"
"1165","12291","classic","8/11/1998"
"1167","12335","classic","18/7/1998"
"1169","12354","classic","30/11/1998"
"1173","12442","classic","8/5/1997"
"1175","12494","classic","24/11/1998"
"1176","12502","gold","3/7/1996"
"1177","12535","gold","6/12/1998"
"1178","12542","classic","19/6/1997"
"1187","12635","gold","17/7/1996"
"1188","12678","classic","19/9/1998"
"1189","12683","classic","17/3/1998"
"1192","12736","classic","2/7/1998"
"1193","12743","classic","1/10/1998"
"1194","12781","junior","30/4/1998"
"1195","12787","gold","4/9/1998"
"1196","12805","classic","27/6/1997"
"1199","12826","classic","9/3/1998"
"1203","12893","classic","26/9/1997"
"1216","13097","classic","26/5/1998"
"1217","13098","junior","9/8/1998"
"1220","13160","classic","8/8/1997"
"1223","13231","junior","2/5/1995"
"1225","13268","classic","22/11/1995"
"1230","13312","classic","8/3/1998"
"1233","13382","classic","6/7/1996"
"1234","13386","classic","28/11/1997"
"1239","13442","junior","2/2/1998"
"1247","13660","classic","13/6/1995"
